next,country,year,month,max,min,idx,count,units,avg,prev
930.00,1,2015,2,214.00,13.00,38,29,1635.00,56.379310,1350.00
944.00,1,2015,3,77.00,3.00,39,31,930.00,30.000000,1635.00
1198.00,1,2015,4,81.00,8.00,40,30,944.00,31.466666,930.00
1046.00,1,2015,5,83.00,13.00,41,31,1198.00,38.645161,944.00
1058.00,1,2015,6,98.00,15.00,42,30,1046.00,34.866666,1198.00
1447.00,1,2015,7,68.00,16.00,43,31,1058.00,34.129032,1046.00
1367.00,1,2015,8,132.00,10.00,44,31,1447.00,46.677419,1058.00
1188.00,1,2015,9,88.00,9.00,45,30,1367.00,45.566666,1447.00
1497.00,1,2015,10,118.00,2.00,46,31,1188.00,38.322580,1367.00
1628.00,1,2015,11,114.00,9.00,47,30,1497.00,49.900000,1188.00
1296.00,1,2015,12,107.00,10.00,48,30,1628.00,54.266666,1497.00
1441.00,1,2016,1,105.00,8.00,49,31,1296.00,41.806451,1628.00
1212.00,1,2016,2,152.00,3.00,50,28,1441.00,51.464285,1296.00
1170.00,1,2016,3,106.00,7.00,51,31,1212.00,39.096774,1441.00
1246.00,1,2016,4,87.00,6.00,52,30,1170.00,39.000000,1212.00
585.00,1,2016,5,82.00,10.00,53,31,1246.00,40.193548,1170.00
605.00,1,2016,6,47.00,15.00,54,20,585.00,29.250000,1246.00
774.00,1,2016,7,62.00,13.00,55,18,605.00,33.611111,585.00
842.00,1,2016,8,65.00,23.00,56,19,774.00,40.736842,605.00
1387.00,1,2016,9,72.00,7.00,57,23,842.00,36.608695,774.00
736.00,1,2016,10,101.00,19.00,58,31,1387.00,44.741935,842.00
1002.00,1,2016,11,104.00,16.00,59,16,736.00,46.000000,1387.00
1431.00,1,2016,12,90.00,10.00,60,24,1002.00,41.750000,736.00
1183.00,1,2017,1,108.00,4.00,61,30,1431.00,47.700000,1002.00
1071.00,1,2017,2,89.00,7.00,62,28,1183.00,42.250000,1431.00
815.00,1,2017,3,81.00,9.00,63,26,1071.00,41.192307,1183.00
943.00,1,2017,4,81.00,11.00,64,28,815.00,29.107142,1071.00
894.00,1,2017,5,126.00,8.00,65,31,943.00,30.419354,815.00
437.00,1,2017,6,74.00,10.00,66,30,894.00,29.800000,943.00
1765.00,1,2017,7,79.00,19.00,67,10,437.00,43.700000,894.00
752.00,1,2017,8,148.00,30.00,68,24,1765.00,73.541666,437.00
754.00,1,2017,9,56.00,6.00,69,30,752.00,25.066666,1765.00
2137.00,10,2015,2,204.00,20.00,38,29,2550.00,87.931034,2898.00
2502.00,10,2015,3,150.00,26.00,39,31,2137.00,68.935483,2550.00
2302.00,10,2015,4,135.00,40.00,40,30,2502.00,83.400000,2137.00
2308.00,10,2015,5,154.00,31.00,41,31,2302.00,74.258064,2502.00
2898.00,10,2015,6,137.00,15.00,42,30,2308.00,76.933333,2302.00
3036.00,10,2015,7,188.00,39.00,43,31,2898.00,93.483870,2308.00
2960.00,10,2015,8,187.00,34.00,44,31,3036.00,97.935483,2898.00
2970.00,10,2015,9,194.00,36.00,45,30,2960.00,98.666666,3036.00
3018.00,10,2015,10,189.00,35.00,46,31,2970.00,95.806451,2960.00
2880.00,10,2015,11,271.00,28.00,47,30,3018.00,100.600000,2970.00
2774.00,10,2015,12,180.00,44.00,48,30,2880.00,96.000000,3018.00
3350.00,10,2016,1,172.00,30.00,49,31,2774.00,89.483870,2880.00
3432.00,10,2016,2,348.00,27.00,50,28,3350.00,119.642857,2774.00
1859.00,10,2016,3,219.00,25.00,51,31,3432.00,110.709677,3350.00
2215.00,10,2016,4,182.00,34.00,52,21,1859.00,88.523809,3432.00
1669.00,10,2016,5,160.00,42.00,53,25,2215.00,88.600000,1859.00
1954.00,10,2016,6,168.00,45.00,54,18,1669.00,92.722222,2215.00
2630.00,10,2016,7,199.00,36.00,55,20,1954.00,97.700000,1669.00
2395.00,10,2016,8,214.00,15.00,56,27,2630.00,97.407407,1954.00
2441.00,10,2016,9,171.00,39.00,57,23,2395.00,104.130434,2630.00
2188.00,10,2016,10,235.00,29.00,58,22,2441.00,110.954545,2395.00
2520.00,10,2016,11,178.00,8.00,59,25,2188.00,87.520000,2441.00
1525.00,10,2016,12,176.00,45.00,60,28,2520.00,90.000000,2188.00
1887.00,10,2017,1,184.00,31.00,61,19,1525.00,80.263157,2520.00
1923.00,10,2017,2,189.00,38.00,62,21,1887.00,89.857142,1525.00
2002.00,10,2017,3,158.00,29.00,63,24,1923.00,80.125000,1887.00
2144.00,10,2017,4,120.00,25.00,64,30,2002.00,66.733333,1923.00
2175.00,10,2017,5,124.00,39.00,65,28,2144.00,76.571428,2002.00
1454.00,10,2017,6,218.00,29.00,66,26,2175.00,83.653846,2144.00
1802.00,10,2017,7,196.00,42.00,67,15,1454.00,96.933333,2175.00
286.00,10,2017,8,138.00,26.00,68,24,1802.00,75.083333,1454.00
1875.00,10,2017,9,79.00,13.00,69,7,286.00,40.857142,1802.00
2883.00,11,2015,2,179.00,41.00,38,29,3019.00,104.103448,3013.00
2761.00,11,2015,3,175.00,43.00,39,31,2883.00,93.000000,3019.00
2402.00,11,2015,4,171.00,53.00,40,30,2761.00,92.033333,2883.00
2671.00,11,2015,5,129.00,33.00,41,31,2402.00,77.483870,2761.00
2501.00,11,2015,6,147.00,45.00,42,30,2671.00,89.033333,2402.00
3075.00,11,2015,7,130.00,41.00,43,31,2501.00,80.677419,2671.00
2553.00,11,2015,8,198.00,41.00,44,31,3075.00,99.193548,2501.00
2618.00,11,2015,9,142.00,46.00,45,30,2553.00,85.100000,3075.00
2718.00,11,2015,10,149.00,37.00,46,31,2618.00,84.451612,2553.00
3132.00,11,2015,11,166.00,16.00,47,30,2718.00,90.600000,2618.00
2856.00,11,2015,12,192.00,52.00,48,30,3132.00,104.400000,2718.00
2429.00,11,2016,1,163.00,36.00,49,31,2856.00,92.129032,3132.00
2579.00,11,2016,2,141.00,34.00,50,28,2429.00,86.750000,2856.00
1629.00,11,2016,3,131.00,44.00,51,31,2579.00,83.193548,2429.00
1767.00,11,2016,4,124.00,36.00,52,21,1629.00,77.571428,2579.00
804.00,11,2016,5,181.00,41.00,53,24,1767.00,73.625000,1629.00
1292.00,11,2016,6,141.00,33.00,54,10,804.00,80.400000,1767.00
2085.00,11,2016,7,132.00,46.00,55,16,1292.00,80.750000,804.00
1713.00,11,2016,8,148.00,30.00,56,28,2085.00,74.464285,1292.00
2017.00,11,2016,9,175.00,31.00,57,23,1713.00,74.478260,2085.00
1278.00,11,2016,10,142.00,29.00,58,29,2017.00,69.551724,1713.00
1811.00,11,2016,11,107.00,35.00,59,18,1278.00,71.000000,2017.00
1384.00,11,2016,12,128.00,1.00,60,25,1811.00,72.440000,1278.00
1548.00,11,2017,1,121.00,23.00,61,19,1384.00,72.842105,1811.00
928.00,11,2017,2,127.00,37.00,62,21,1548.00,73.714285,1384.00
1982.00,11,2017,3,91.00,34.00,63,17,928.00,54.588235,1548.00
1891.00,11,2017,4,110.00,23.00,64,30,1982.00,66.066666,928.00
2172.00,11,2017,5,115.00,23.00,65,31,1891.00,61.000000,1982.00
1509.00,11,2017,6,207.00,31.00,66,30,2172.00,72.400000,1891.00
2126.00,11,2017,7,142.00,29.00,67,23,1509.00,65.608695,2172.00
1143.00,11,2017,8,121.00,30.00,68,31,2126.00,68.580645,1509.00
1971.00,11,2017,9,133.00,17.00,69,18,1143.00,63.500000,2126.00
2136.00,12,2015,2,126.00,35.00,38,29,1997.00,68.862068,2077.00
1703.00,12,2015,3,128.00,31.00,39,31,2136.00,68.903225,1997.00
1607.00,12,2015,4,104.00,26.00,40,30,1703.00,56.766666,2136.00
2049.00,12,2015,5,92.00,25.00,41,31,1607.00,51.838709,1703.00
1699.00,12,2015,6,115.00,37.00,42,30,2049.00,68.300000,1607.00
1713.00,12,2015,7,94.00,25.00,43,31,1699.00,54.806451,2049.00
1680.00,12,2015,8,122.00,21.00,44,31,1713.00,55.258064,1699.00
1948.00,12,2015,9,91.00,23.00,45,30,1680.00,56.000000,1713.00
1566.00,12,2015,10,113.00,16.00,46,31,1948.00,62.838709,1680.00
1956.00,12,2015,11,89.00,20.00,47,30,1566.00,52.200000,1948.00
1900.00,12,2015,12,111.00,36.00,48,30,1956.00,65.200000,1566.00
1804.00,12,2016,1,134.00,21.00,49,31,1900.00,61.290322,1956.00
1509.00,12,2016,2,117.00,30.00,50,28,1804.00,64.428571,1900.00
1310.00,12,2016,3,86.00,22.00,51,31,1509.00,48.677419,1804.00
1073.00,12,2016,4,71.00,18.00,52,28,1310.00,46.785714,1509.00
1244.00,12,2016,5,72.00,26.00,53,24,1073.00,44.708333,1310.00
1371.00,12,2016,6,91.00,26.00,54,23,1244.00,54.086956,1073.00
1557.00,12,2016,7,90.00,22.00,55,24,1371.00,57.125000,1244.00
1276.00,12,2016,8,120.00,34.00,56,24,1557.00,64.875000,1371.00
1634.00,12,2016,9,95.00,27.00,57,23,1276.00,55.478260,1557.00
1327.00,12,2016,10,97.00,26.00,58,31,1634.00,52.709677,1276.00
1644.00,12,2016,11,96.00,33.00,59,23,1327.00,57.695652,1634.00
847.00,12,2016,12,102.00,26.00,60,28,1644.00,58.714285,1327.00
1585.00,12,2017,1,79.00,25.00,61,16,847.00,52.937500,1644.00
1171.00,12,2017,2,105.00,24.00,62,28,1585.00,56.607142,847.00
557.00,12,2017,3,97.00,23.00,63,24,1171.00,48.791666,1585.00
717.00,12,2017,4,60.00,17.00,64,16,557.00,34.812500,1171.00
895.00,12,2017,5,79.00,24.00,65,17,717.00,42.176470,557.00
1458.00,12,2017,6,66.00,30.00,66,20,895.00,44.750000,717.00
1371.00,12,2017,7,67.00,30.00,67,31,1458.00,47.032258,895.00
678.00,12,2017,8,80.00,21.00,68,31,1371.00,44.225806,1458.00
1389.00,12,2017,9,73.00,24.00,69,15,678.00,45.200000,1371.00
6000.00,13,2015,2,293.00,104.00,38,29,5076.00,175.034482,7510.00
5597.00,13,2015,3,317.00,116.00,39,31,6000.00,193.548387,5076.00
5845.00,13,2015,4,398.00,98.00,40,30,5597.00,186.566666,6000.00
6397.00,13,2015,5,306.00,118.00,41,31,5845.00,188.548387,5597.00
6292.00,13,2015,6,324.00,131.00,42,30,6397.00,213.233333,5845.00
6573.00,13,2015,7,326.00,142.00,43,31,6292.00,202.967741,6397.00
5794.00,13,2015,8,367.00,135.00,44,31,6573.00,212.032258,6292.00
5519.00,13,2015,9,364.00,116.00,45,30,5794.00,193.133333,6573.00
4892.00,13,2015,10,260.00,77.00,46,31,5519.00,178.032258,5794.00
5150.00,13,2015,11,257.00,80.00,47,30,4892.00,163.066666,5519.00
5145.00,13,2015,12,257.00,104.00,48,30,5150.00,171.666666,4892.00
4182.00,13,2016,1,274.00,109.00,49,31,5145.00,165.967741,5150.00
4186.00,13,2016,2,235.00,91.00,50,28,4182.00,149.357142,5145.00
2723.00,13,2016,3,277.00,78.00,51,31,4186.00,135.032258,4182.00
2066.00,13,2016,4,225.00,66.00,52,20,2723.00,136.150000,4186.00
4548.00,13,2016,5,200.00,100.00,53,15,2066.00,137.733333,2723.00
5015.00,13,2016,6,254.00,94.00,54,30,4548.00,151.600000,2066.00
4032.00,13,2016,7,300.00,91.00,55,31,5015.00,161.774193,4548.00
1596.00,13,2016,8,299.00,84.00,56,24,4032.00,168.000000,5015.00
2400.00,13,2016,9,222.00,75.00,57,13,1596.00,122.769230,4032.00
3122.00,13,2016,10,164.00,78.00,58,20,2400.00,120.000000,1596.00
3999.00,13,2016,11,176.00,44.00,59,27,3122.00,115.629629,2400.00
3706.00,13,2016,12,237.00,73.00,60,30,3999.00,133.300000,3122.00
2968.00,13,2017,1,202.00,57.00,61,31,3706.00,119.548387,3999.00
3178.00,13,2017,2,181.00,53.00,62,28,2968.00,106.000000,3706.00
2605.00,13,2017,3,207.00,61.00,63,31,3178.00,102.516129,2968.00
1614.00,13,2017,4,264.00,53.00,64,23,2605.00,113.260869,3178.00
2897.00,13,2017,5,153.00,71.00,65,15,1614.00,107.600000,2605.00
4145.00,13,2017,6,201.00,69.00,66,23,2897.00,125.956521,1614.00
4011.00,13,2017,7,199.00,75.00,67,31,4145.00,133.709677,2897.00
2415.00,13,2017,8,298.00,72.00,68,31,4011.00,129.387096,4145.00
2404.00,13,2017,9,168.00,58.00,69,23,2415.00,105.000000,4011.00
997.00,14,2015,2,55.00,14.00,38,29,904.00,31.172413,1038.00
1020.00,14,2015,3,73.00,6.00,39,31,997.00,32.161290,904.00
893.00,14,2015,4,68.00,4.00,40,30,1020.00,34.000000,997.00
1010.00,14,2015,5,61.00,13.00,41,31,893.00,28.806451,1020.00
1033.00,14,2015,6,80.00,14.00,42,30,1010.00,33.666666,893.00
1100.00,14,2015,7,71.00,11.00,43,31,1033.00,33.322580,1010.00
948.00,14,2015,8,72.00,13.00,44,31,1100.00,35.483870,1033.00
1032.00,14,2015,9,78.00,6.00,45,30,948.00,31.600000,1100.00
1030.00,14,2015,10,80.00,10.00,46,31,1032.00,33.290322,948.00
1252.00,14,2015,11,71.00,10.00,47,29,1030.00,35.517241,1032.00
1674.00,14,2015,12,136.00,11.00,48,30,1252.00,41.733333,1030.00
1849.00,14,2016,1,90.00,22.00,49,31,1674.00,54.000000,1252.00
1495.00,14,2016,2,138.00,7.00,50,28,1849.00,66.035714,1674.00
1255.00,14,2016,3,104.00,18.00,51,31,1495.00,48.225806,1849.00
1298.00,14,2016,4,99.00,15.00,52,30,1255.00,41.833333,1495.00
811.00,14,2016,5,77.00,17.00,53,31,1298.00,41.870967,1255.00
1052.00,14,2016,6,75.00,20.00,54,19,811.00,42.684210,1298.00
866.00,14,2016,7,90.00,12.00,55,24,1052.00,43.833333,811.00
627.00,14,2016,8,129.00,13.00,56,24,866.00,36.083333,1052.00
579.00,14,2016,9,57.00,6.00,57,23,627.00,27.260869,866.00
560.00,14,2016,10,50.00,7.00,58,31,579.00,18.677419,627.00
707.00,14,2016,11,52.00,11.00,59,23,560.00,24.347826,579.00
394.00,14,2016,12,94.00,2.00,60,24,707.00,29.458333,560.00
540.00,14,2017,1,31.00,4.00,61,30,394.00,13.133333,707.00
428.00,14,2017,2,128.00,3.00,62,28,540.00,19.285714,394.00
361.00,14,2017,3,38.00,4.00,63,26,428.00,16.461538,540.00
412.00,14,2017,4,38.00,4.00,64,28,361.00,12.892857,428.00
223.00,14,2017,5,33.00,3.00,65,31,412.00,13.290322,361.00
291.00,14,2017,6,20.00,1.00,66,23,223.00,9.695652,412.00
437.00,14,2017,7,31.00,2.00,67,24,291.00,12.125000,223.00
285.00,14,2017,8,48.00,5.00,68,24,437.00,18.208333,291.00
189.00,14,2017,9,23.00,1.00,69,30,285.00,9.500000,437.00
7473.00,15,2015,2,397.00,127.00,38,29,6620.00,228.275862,7437.00
6901.00,15,2015,3,421.00,124.00,39,31,7473.00,241.064516,6620.00
6477.00,15,2015,4,380.00,132.00,40,30,6901.00,230.033333,7473.00
6835.00,15,2015,5,323.00,99.00,41,31,6477.00,208.935483,6901.00
5303.00,15,2015,6,429.00,103.00,42,30,6835.00,227.833333,6477.00
5273.00,15,2015,7,278.00,111.00,43,31,5303.00,171.064516,6835.00
4938.00,15,2015,8,286.00,103.00,44,31,5273.00,170.096774,5303.00
4808.00,15,2015,9,253.00,79.00,45,30,4938.00,164.600000,5273.00
5196.00,15,2015,10,292.00,97.00,46,31,4808.00,155.096774,4938.00
5485.00,15,2015,11,336.00,69.00,47,30,5196.00,173.200000,4808.00
5349.00,15,2015,12,342.00,87.00,48,30,5485.00,182.833333,5196.00
4553.00,15,2016,1,301.00,95.00,49,31,5349.00,172.548387,5485.00
5181.00,15,2016,2,317.00,89.00,50,28,4553.00,162.607142,5349.00
4944.00,15,2016,3,399.00,91.00,51,31,5181.00,167.129032,4553.00
4882.00,15,2016,4,291.00,89.00,52,30,4944.00,164.800000,5181.00
5297.00,15,2016,5,263.00,95.00,53,31,4882.00,157.483870,4944.00
5165.00,15,2016,6,341.00,93.00,54,30,5297.00,176.566666,4882.00
3641.00,15,2016,7,273.00,91.00,55,30,5165.00,172.166666,5297.00
3080.00,15,2016,8,232.00,77.00,56,25,3641.00,145.640000,5165.00
4494.00,15,2016,9,244.00,69.00,57,21,3080.00,146.666666,3641.00
3760.00,15,2016,10,236.00,67.00,58,31,4494.00,144.967741,3080.00
4450.00,15,2016,11,228.00,18.00,59,30,3760.00,125.333333,4494.00
4080.00,15,2016,12,240.00,1.00,60,31,4450.00,143.548387,3760.00
3380.00,15,2017,1,237.00,46.00,61,31,4080.00,131.612903,4450.00
3848.00,15,2017,2,252.00,64.00,62,28,3380.00,120.714285,4080.00
3481.00,15,2017,3,277.00,56.00,63,31,3848.00,124.129032,3380.00
3307.00,15,2017,4,225.00,57.00,64,30,3481.00,116.033333,3848.00
3352.00,15,2017,5,175.00,59.00,65,31,3307.00,106.677419,3481.00
2926.00,15,2017,6,200.00,63.00,66,30,3352.00,111.733333,3307.00
2631.00,15,2017,7,154.00,62.00,67,26,2926.00,112.538461,3352.00
3015.00,15,2017,8,183.00,49.00,68,29,2631.00,90.724137,2926.00
2992.00,15,2017,9,163.00,59.00,69,30,3015.00,100.500000,2631.00
6347.00,16,2015,2,346.00,163.00,38,29,6758.00,233.034482,6815.00
6100.00,16,2015,3,317.00,117.00,39,31,6347.00,204.741935,6758.00
6263.00,16,2015,4,315.00,113.00,40,30,6100.00,203.333333,6347.00
6473.00,16,2015,5,336.00,137.00,41,31,6263.00,202.032258,6100.00
6159.00,16,2015,6,370.00,129.00,42,30,6473.00,215.766666,6263.00
6306.00,16,2015,7,291.00,117.00,43,31,6159.00,198.677419,6473.00
6457.00,16,2015,8,313.00,95.00,44,31,6306.00,203.419354,6159.00
6311.00,16,2015,9,305.00,129.00,45,30,6457.00,215.233333,6306.00
6051.00,16,2015,10,768.00,33.00,46,31,6311.00,203.580645,6457.00
7027.00,16,2015,11,286.00,134.00,47,29,6051.00,208.655172,6311.00
6671.00,16,2015,12,359.00,159.00,48,30,7027.00,234.233333,6051.00
5876.00,16,2016,1,337.00,131.00,49,31,6671.00,215.193548,7027.00
6047.00,16,2016,2,438.00,47.00,50,28,5876.00,209.857142,6671.00
5215.00,16,2016,3,273.00,91.00,51,31,6047.00,195.064516,5876.00
4411.00,16,2016,4,221.00,122.00,52,30,5215.00,173.833333,6047.00
2989.00,16,2016,5,267.00,125.00,53,25,4411.00,176.440000,5215.00
4021.00,16,2016,6,271.00,123.00,54,16,2989.00,186.812500,4411.00
4112.00,16,2016,7,263.00,21.00,55,24,4021.00,167.541666,2989.00
4505.00,16,2016,8,268.00,109.00,56,21,4112.00,195.809523,4021.00
5486.00,16,2016,9,269.00,108.00,57,26,4505.00,173.269230,4112.00
4354.00,16,2016,10,255.00,115.00,58,31,5486.00,176.967741,4505.00
3930.00,16,2016,11,320.00,112.00,59,23,4354.00,189.304347,5486.00
3358.00,16,2016,12,348.00,161.00,60,18,3930.00,218.333333,4354.00
1336.00,16,2017,1,307.00,130.00,61,17,3358.00,197.529411,3930.00
3336.00,16,2017,2,305.00,146.00,62,7,1336.00,190.857142,3358.00
2905.00,16,2017,3,284.00,109.00,63,18,3336.00,185.333333,1336.00
4595.00,16,2017,4,219.00,129.00,64,17,2905.00,170.882352,3336.00
4775.00,16,2017,5,257.00,93.00,65,28,4595.00,164.107142,2905.00
2578.00,16,2017,6,269.00,88.00,66,30,4775.00,159.166666,4595.00
2738.00,16,2017,7,228.00,26.00,67,17,2578.00,151.647058,4775.00
3124.00,16,2017,8,224.00,91.00,68,16,2738.00,171.125000,2578.00
2422.00,16,2017,9,266.00,100.00,69,20,3124.00,156.200000,2738.00
11404.00,17,2015,2,526.00,220.00,38,29,9585.00,330.517241,11933.00
10707.00,17,2015,3,585.00,176.00,39,31,11404.00,367.870967,9585.00
11186.00,17,2015,4,522.00,224.00,40,30,10707.00,356.900000,11404.00
13097.00,17,2015,5,499.00,200.00,41,31,11186.00,360.838709,10707.00
12890.00,17,2015,6,642.00,293.00,42,30,13097.00,436.566666,11186.00
12893.00,17,2015,7,595.00,261.00,43,31,12890.00,415.806451,13097.00
12142.00,17,2015,8,678.00,234.00,44,31,12893.00,415.903225,12890.00
12483.00,17,2015,9,629.00,290.00,45,30,12142.00,404.733333,12893.00
10711.00,17,2015,10,717.00,211.00,46,31,12483.00,402.677419,12142.00
11401.00,17,2015,11,510.00,131.00,47,30,10711.00,357.033333,12483.00
11457.00,17,2015,12,641.00,243.00,48,30,11401.00,380.033333,10711.00
8977.00,17,2016,1,581.00,201.00,49,31,11457.00,369.580645,11401.00
8800.00,17,2016,2,513.00,175.00,50,28,8977.00,320.607142,11457.00
6743.00,17,2016,3,450.00,183.00,51,31,8800.00,283.870967,8977.00
5478.00,17,2016,4,657.00,245.00,52,17,6743.00,396.647058,8800.00
7106.00,17,2016,5,524.00,72.00,53,24,5478.00,228.250000,6743.00
7423.00,17,2016,6,439.00,122.00,54,30,7106.00,236.866666,5478.00
5486.00,17,2016,7,417.00,115.00,55,31,7423.00,239.451612,7106.00
4431.00,17,2016,8,486.00,99.00,56,24,5486.00,228.583333,7423.00
3789.00,17,2016,9,424.00,106.00,57,17,4431.00,260.647058,5486.00
7030.00,17,2016,10,487.00,113.00,58,15,3789.00,252.600000,4431.00
6727.00,17,2016,11,461.00,48.00,59,30,7030.00,234.333333,3789.00
7371.00,17,2016,12,606.00,159.00,60,23,6727.00,292.478260,7030.00
5620.00,17,2017,1,478.00,109.00,61,31,7371.00,237.774193,6727.00
6018.00,17,2017,2,348.00,100.00,62,28,5620.00,200.714285,7371.00
5782.00,17,2017,3,325.00,63.00,63,31,6018.00,194.129032,5620.00
2919.00,17,2017,4,357.00,80.00,64,30,5782.00,192.733333,6018.00
4772.00,17,2017,5,256.00,53.00,65,20,2919.00,145.950000,5782.00
3724.00,17,2017,6,363.00,99.00,66,23,4772.00,207.478260,2919.00
4095.00,17,2017,7,297.00,98.00,67,24,3724.00,155.166666,4772.00
4569.00,17,2017,8,216.00,58.00,68,31,4095.00,132.096774,3724.00
2664.00,17,2017,9,274.00,61.00,69,30,4569.00,152.300000,4095.00
717.00,18,2015,2,94.00,10.00,38,29,805.00,27.758620,922.00
825.00,18,2015,3,45.00,7.00,39,31,717.00,23.129032,805.00
830.00,18,2015,4,56.00,8.00,40,30,825.00,27.500000,717.00
803.00,18,2015,5,50.00,13.00,41,31,830.00,26.774193,825.00
1034.00,18,2015,6,52.00,8.00,42,30,803.00,26.766666,830.00
1105.00,18,2015,7,76.00,16.00,43,31,1034.00,33.354838,803.00
866.00,18,2015,8,59.00,11.00,44,31,1105.00,35.645161,1034.00
957.00,18,2015,9,46.00,17.00,45,30,866.00,28.866666,1105.00
1046.00,18,2015,10,72.00,8.00,46,31,957.00,30.870967,866.00
951.00,18,2015,11,88.00,8.00,47,30,1046.00,34.866666,957.00
1071.00,18,2015,12,75.00,15.00,48,30,951.00,31.700000,1046.00
870.00,18,2016,1,71.00,11.00,49,31,1071.00,34.548387,951.00
980.00,18,2016,2,82.00,9.00,50,28,870.00,31.071428,1071.00
1059.00,18,2016,3,63.00,15.00,51,31,980.00,31.612903,870.00
890.00,18,2016,4,100.00,12.00,52,30,1059.00,35.300000,980.00
754.00,18,2016,5,66.00,9.00,53,26,890.00,34.230769,1059.00
1100.00,18,2016,6,84.00,19.00,54,21,754.00,35.904761,890.00
1064.00,18,2016,7,58.00,21.00,55,31,1100.00,35.483870,754.00
616.00,18,2016,8,61.00,16.00,56,31,1064.00,34.322580,1100.00
973.00,18,2016,9,67.00,13.00,57,17,616.00,36.235294,1064.00
873.00,18,2016,10,61.00,9.00,58,30,973.00,32.433333,616.00
1056.00,18,2016,11,57.00,6.00,59,30,873.00,29.100000,973.00
871.00,18,2016,12,104.00,10.00,60,30,1056.00,35.200000,873.00
882.00,18,2017,1,74.00,10.00,61,31,871.00,28.096774,1056.00
972.00,18,2017,2,94.00,13.00,62,28,882.00,31.500000,871.00
865.00,18,2017,3,92.00,5.00,63,31,972.00,31.354838,882.00
639.00,18,2017,4,79.00,13.00,64,30,865.00,28.833333,972.00
596.00,18,2017,5,48.00,12.00,65,22,639.00,29.045454,865.00
532.00,18,2017,6,49.00,8.00,66,25,596.00,23.840000,639.00
562.00,18,2017,7,43.00,12.00,67,19,532.00,28.000000,596.00
671.00,18,2017,8,62.00,8.00,68,20,562.00,28.100000,532.00
401.00,18,2017,9,56.00,9.00,69,23,671.00,29.173913,562.00
1107.00,19,2015,2,71.00,13.00,38,29,932.00,32.137931,991.00
788.00,19,2015,3,76.00,13.00,39,31,1107.00,35.709677,932.00
920.00,19,2015,4,45.00,12.00,40,30,788.00,26.266666,1107.00
1074.00,19,2015,5,82.00,11.00,41,31,920.00,29.677419,788.00
857.00,19,2015,6,90.00,14.00,42,30,1074.00,35.800000,920.00
1043.00,19,2015,7,51.00,13.00,43,31,857.00,27.645161,1074.00
1289.00,19,2015,8,62.00,16.00,44,31,1043.00,33.645161,857.00
1186.00,19,2015,9,85.00,22.00,45,30,1289.00,42.966666,1043.00
977.00,19,2015,10,99.00,12.00,46,31,1186.00,38.258064,1289.00
1278.00,19,2015,11,72.00,10.00,47,30,977.00,32.566666,1186.00
1488.00,19,2015,12,71.00,15.00,48,30,1278.00,42.600000,977.00
1475.00,19,2016,1,114.00,29.00,49,31,1488.00,48.000000,1278.00
918.00,19,2016,2,155.00,16.00,50,28,1475.00,52.678571,1488.00
775.00,19,2016,3,74.00,8.00,51,31,918.00,29.612903,1475.00
749.00,19,2016,4,52.00,14.00,52,30,775.00,25.833333,918.00
519.00,19,2016,5,65.00,11.00,53,29,749.00,25.827586,775.00
702.00,19,2016,6,47.00,18.00,54,16,519.00,32.437500,749.00
969.00,19,2016,7,46.00,18.00,55,24,702.00,29.250000,519.00
611.00,19,2016,8,69.00,20.00,56,28,969.00,34.607142,702.00
950.00,19,2016,9,56.00,19.00,57,19,611.00,32.157894,969.00
705.00,19,2016,10,71.00,16.00,58,31,950.00,30.645161,611.00
803.00,19,2016,11,52.00,17.00,59,23,705.00,30.652173,950.00
734.00,19,2016,12,96.00,15.00,60,18,803.00,44.611111,705.00
325.00,19,2017,1,98.00,16.00,61,15,734.00,48.933333,803.00
643.00,19,2017,2,88.00,23.00,62,8,325.00,40.625000,734.00
601.00,19,2017,3,101.00,11.00,63,12,643.00,53.583333,325.00
657.00,19,2017,4,46.00,10.00,64,28,601.00,21.464285,643.00
417.00,19,2017,5,50.00,9.00,65,31,657.00,21.193548,601.00
637.00,19,2017,6,36.00,9.00,66,21,417.00,19.857142,657.00
735.00,19,2017,7,52.00,12.00,67,25,637.00,25.480000,417.00
777.00,19,2017,8,77.00,31.00,68,17,735.00,43.235294,637.00
405.00,19,2017,9,47.00,14.00,69,30,777.00,25.900000,735.00
5955.00,2,2015,2,423.00,101.00,38,29,6169.00,212.724137,6676.00
6298.00,2,2015,3,299.00,115.00,39,31,5955.00,192.096774,6169.00
6150.00,2,2015,4,486.00,115.00,40,30,6298.00,209.933333,5955.00
6425.00,2,2015,5,373.00,119.00,41,31,6150.00,198.387096,6298.00
6483.00,2,2015,6,340.00,147.00,42,30,6425.00,214.166666,6150.00
6592.00,2,2015,7,490.00,141.00,43,31,6483.00,209.129032,6425.00
5878.00,2,2015,8,414.00,101.00,44,31,6592.00,212.645161,6483.00
6268.00,2,2015,9,375.00,114.00,45,30,5878.00,195.933333,6592.00
5723.00,2,2015,10,444.00,102.00,46,31,6268.00,202.193548,5878.00
6498.00,2,2015,11,312.00,55.00,47,30,5723.00,190.766666,6268.00
5657.00,2,2015,12,376.00,152.00,48,30,6498.00,216.600000,5723.00
5786.00,2,2016,1,289.00,99.00,49,31,5657.00,182.483870,6498.00
